SMS Text,Label
IRCTC booking confirmed. PNR: 0W8G3YZ5MLTI. Journey date: 24-10-2025,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Payment of ₹25569 to Amazon was successful. UPI Ref: AQ0WX9PLCC06,Legit
Congratulations! You've won a cash prize of ₹54728. Call 9550374624 to claim.,Scam
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
ATM blocked. Update card details at http://update-info.org immediately.,Scam
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
Fraud alert: Unusual login activity detected. Verify identity at http://update-info.org,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Electricity bill of ₹62039 paid successfully on 05-02-2025.,Legit
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Electricity bill of ₹36067 paid successfully on 06-12-2025.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your debit card ending with 1859 has been dispatched via BlueDart.,Legit
Your EMI of ₹9231 will be auto-debited on 17-11-2025. Maintain sufficient balance.,Legit
IRCTC booking confirmed. PNR: 5M38R7E3L9CK. Journey date: 09-12-2025,Legit
Electricity bill of ₹4350 paid successfully on 14-06-2025.,Legit
IRCTC booking confirmed. PNR: EIMRZIUYP33K. Journey date: 06-10-2025,Legit
Payment of ₹22351 to Amazon was successful. UPI Ref: UWZTGR2ALTIB,Legit
Your loan of ₹40279 is approved. Click here to apply now: http://secure-loan.cc,Scam
Your debit card ending with 6418 has been dispatched via BlueDart.,Legit
Payment of ₹38532 to Amazon was successful. UPI Ref: UJ6WU0MFAXCE,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your debit card ending with 7549 has been dispatched via BlueDart.,Legit
Your loan of ₹76850 is approved. Click here to apply now: http://update-info.org,Scam
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Your debit card ending with 6915 has been dispatched via BlueDart.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Your EMI of ₹50596 will be auto-debited on 05-03-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Thank you for using Paytm. ₹45206 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Your account XXXX5645 is credited with ₹64861 on 17-12-2025. Avl Bal: ₹14820,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your debit card ending with 3380 has been dispatched via BlueDart.,Legit
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Your account XXXX2136 is credited with ₹64577 on 14-05-2025. Avl Bal: ₹53624,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
"Dear user, you've been selected for a free reward. Claim at http://update-info.org",Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Congratulations! You've won a cash prize of ₹4914. Call 9498370917 to claim.,Scam
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
You have pending income tax refund. Submit your bank details: http://secure-loan.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Congratulations! You've won a cash prize of ₹80528. Call 9390487399 to claim.,Scam
Your account XXXX8322 is credited with ₹46052 on 25-05-2025. Avl Bal: ₹77553,Legit
Your account XXXX2894 is credited with ₹23215 on 15-05-2025. Avl Bal: ₹15431,Legit
Thank you for using Paytm. ₹7119 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
IRCTC booking confirmed. PNR: ABFXSRG6PZZZ. Journey date: 12-08-2025,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Electricity bill of ₹89310 paid successfully on 28-05-2025.,Legit
Payment of ₹24286 to Amazon was successful. UPI Ref: JZO0XLN1TSGY,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Your loan of ₹42450 is approved. Click here to apply now: http://bank-secure.net,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
Electricity bill of ₹81077 paid successfully on 05-10-2025.,Legit
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Your loan of ₹49195 is approved. Click here to apply now: http://kyc-verify.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Thank you for using Paytm. ₹41955 paid to Swiggy India.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Congratulations! You've won a cash prize of ₹66062. Call 9547632722 to claim.,Scam
Thank you for using Paytm. ₹25962 paid to Swiggy India.,Legit
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Your EMI of ₹97235 will be auto-debited on 21-05-2025. Maintain sufficient balance.,Legit
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
PAN verification pending. Click http://secure-loan.cc to verify or your account will be closed.,Scam
Electricity bill of ₹85591 paid successfully on 11-03-2025.,Legit
PAN verification pending. Click http://bank-secure.net to verify or your account will be closed.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Thank you for using Paytm. ₹60311 paid to Swiggy India.,Legit
Your account XXXX1760 is credited with ₹56657 on 05-12-2025. Avl Bal: ₹83479,Legit
IRCTC booking confirmed. PNR: 03QKE84GRCML. Journey date: 16-08-2025,Legit
Your debit card ending with 2746 has been dispatched via BlueDart.,Legit
Your loan of ₹82650 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Thank you for using Paytm. ₹99222 paid to Swiggy India.,Legit
Payment of ₹85259 to Amazon was successful. UPI Ref: 9061AMSLHV20,Legit
Electricity bill of ₹98280 paid successfully on 13-12-2025.,Legit
Electricity bill of ₹5695 paid successfully on 22-06-2025.,Legit
Your EMI of ₹66187 will be auto-debited on 28-05-2025. Maintain sufficient balance.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Your EMI of ₹25323 will be auto-debited on 09-08-2025. Maintain sufficient balance.,Legit
Your EMI of ₹60961 will be auto-debited on 01-12-2025. Maintain sufficient balance.,Legit
Your account XXXX6582 is credited with ₹68747 on 11-09-2025. Avl Bal: ₹14758,Legit
Your account XXXX5547 is credited with ₹83797 on 07-01-2025. Avl Bal: ₹19240,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Your loan of ₹16594 is approved. Click here to apply now: http://secure-loan.cc,Scam
Your EMI of ₹98715 will be auto-debited on 14-05-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
Payment of ₹35384 to Amazon was successful. UPI Ref: FKPSL00L26LG,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Payment of ₹6112 to Amazon was successful. UPI Ref: JDZ2J7W4R04P,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
Electricity bill of ₹20720 paid successfully on 09-11-2025.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your account XXXX5694 is credited with ₹69130 on 19-12-2025. Avl Bal: ₹42832,Legit
Congratulations! You've won a cash prize of ₹66570. Call 9950551884 to claim.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Electricity bill of ₹41288 paid successfully on 06-02-2025.,Legit
Your account XXXX3301 is credited with ₹47592 on 11-09-2025. Avl Bal: ₹80347,Legit
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
Payment of ₹45242 to Amazon was successful. UPI Ref: DPVBLP75A3MU,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Your EMI of ₹63143 will be auto-debited on 08-01-2025. Maintain sufficient balance.,Legit
Payment of ₹68253 to Amazon was successful. UPI Ref: Z07KDE6IBAGP,Legit
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Payment of ₹11609 to Amazon was successful. UPI Ref: N69LKM38FLJK,Legit
Congratulations! You've won a cash prize of ₹93230. Call 9505414848 to claim.,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://update-info.org,Scam
Payment of ₹17438 to Amazon was successful. UPI Ref: 9ET1K87IJW7Q,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
IRCTC booking confirmed. PNR: IJELE173ZGVA. Journey date: 05-11-2025,Legit
Payment of ₹76058 to Amazon was successful. UPI Ref: TWHNP080O0G8,Legit
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
Congratulations! You've won a cash prize of ₹95188. Call 9239240923 to claim.,Scam
Payment of ₹68665 to Amazon was successful. UPI Ref: YVJ726D9YVH0,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Thank you for using Paytm. ₹56183 paid to Swiggy India.,Legit
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Electricity bill of ₹73722 paid successfully on 03-02-2025.,Legit
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
Your EMI of ₹1853 will be auto-debited on 17-02-2025. Maintain sufficient balance.,Legit
Electricity bill of ₹71408 paid successfully on 20-08-2025.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
You have pending income tax refund. Submit your bank details: http://sbi-alert.in,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹51834 is approved. Click here to apply now: http://sbi-alert.in,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Your loan of ₹89591 is approved. Click here to apply now: http://update-info.org,Scam
Your loan of ₹5623 is approved. Click here to apply now: http://update-info.org,Scam
Payment of ₹74657 to Amazon was successful. UPI Ref: UAZGECJ9FQEG,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Your account XXXX6295 is credited with ₹88539 on 02-12-2025. Avl Bal: ₹57435,Legit
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
Your loan of ₹62683 is approved. Click here to apply now: http://update-info.org,Scam
Congratulations! You've won a cash prize of ₹7833. Call 9992132050 to claim.,Scam
Your debit card ending with 7838 has been dispatched via BlueDart.,Legit
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
IRCTC booking confirmed. PNR: F18W8VPE8CF4. Journey date: 21-09-2025,Legit
Your account XXXX5288 is credited with ₹40500 on 11-03-2025. Avl Bal: ₹38163,Legit
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://secure-loan.cc,Scam
Congratulations! You've won a cash prize of ₹14796. Call 9110155563 to claim.,Scam
Thank you for using Paytm. ₹45085 paid to Swiggy India.,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Your EMI of ₹29831 will be auto-debited on 13-03-2025. Maintain sufficient balance.,Legit
Your loan of ₹99571 is approved. Click here to apply now: http://sbi-alert.in,Scam
Your debit card ending with 0824 has been dispatched via BlueDart.,Legit
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Congratulations! You've won a cash prize of ₹48553. Call 9847653761 to claim.,Scam
Your bank account has been locked. Click http://sbi-alert.in to unlock now.,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your debit card ending with 1701 has been dispatched via BlueDart.,Legit
Payment of ₹47662 to Amazon was successful. UPI Ref: ETED12JD14GK,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://kyc-verify.cc,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Thank you for using Paytm. ₹95278 paid to Swiggy India.,Legit
Your account XXXX8459 is credited with ₹56613 on 16-09-2025. Avl Bal: ₹88862,Legit
Your account XXXX0163 is credited with ₹68960 on 26-10-2025. Avl Bal: ₹43464,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Your loan of ₹27017 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Congratulations! You've won a cash prize of ₹54963. Call 9476998300 to claim.,Scam
Your loan of ₹63752 is approved. Click here to apply now: http://sbi-alert.in,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Congratulations! You've won a cash prize of ₹50233. Call 9695992979 to claim.,Scam
Thank you for using Paytm. ₹59142 paid to Swiggy India.,Legit
Your account XXXX2622 is credited with ₹34710 on 27-02-2025. Avl Bal: ₹49286,Legit
Payment of ₹95930 to Amazon was successful. UPI Ref: RBXUQ0YPZ9TZ,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
ATM blocked. Update card details at http://update-info.org immediately.,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
Your account XXXX7561 is credited with ₹61521 on 12-02-2025. Avl Bal: ₹83716,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your debit card ending with 9155 has been dispatched via BlueDart.,Legit
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Your EMI of ₹33723 will be auto-debited on 14-11-2025. Maintain sufficient balance.,Legit
You have pending income tax refund. Submit your bank details: http://kyc-verify.cc,Scam
ATM blocked. Update card details at http://bank-secure.net immediately.,Scam
Congratulations! You've won a cash prize of ₹10814. Call 9509259293 to claim.,Scam
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Your account XXXX7624 is credited with ₹61901 on 15-03-2025. Avl Bal: ₹29126,Legit
IRCTC booking confirmed. PNR: SH4ZC87B78TV. Journey date: 11-12-2025,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
Thank you for using Paytm. ₹98075 paid to Swiggy India.,Legit
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
IRCTC booking confirmed. PNR: 9YZM54ZCO9N7. Journey date: 01-07-2025,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Your account XXXX3046 is credited with ₹16831 on 19-05-2025. Avl Bal: ₹37707,Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Electricity bill of ₹26091 paid successfully on 13-10-2025.,Legit
Your EMI of ₹43766 will be auto-debited on 12-05-2025. Maintain sufficient balance.,Legit
Payment of ₹32404 to Amazon was successful. UPI Ref: C1NXQVFZDFQL,Legit
Your account XXXX2695 is credited with ₹16579 on 18-10-2025. Avl Bal: ₹53431,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://update-info.org,Scam
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
IRCTC booking confirmed. PNR: UYOCSNSZUTVZ. Journey date: 26-06-2025,Legit
Your EMI of ₹11553 will be auto-debited on 10-09-2025. Maintain sufficient balance.,Legit
Your loan of ₹4271 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Payment of ₹87295 to Amazon was successful. UPI Ref: IZUCYBDKKNZY,Legit
Payment of ₹20178 to Amazon was successful. UPI Ref: IDD3CLMGL9SF,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Payment of ₹90785 to Amazon was successful. UPI Ref: XK5R2W4SJ601,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://secure-loan.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your EMI of ₹27184 will be auto-debited on 24-04-2025. Maintain sufficient balance.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Electricity bill of ₹26553 paid successfully on 13-05-2025.,Legit
Payment of ₹96709 to Amazon was successful. UPI Ref: Z3MDQOOAA0TC,Legit
"Dear user, you've been selected for a free reward. Claim at http://kyc-verify.cc",Scam
Your account XXXX3810 is credited with ₹9638 on 24-03-2025. Avl Bal: ₹92623,Legit
Your account XXXX7609 is credited with ₹2363 on 11-07-2025. Avl Bal: ₹33412,Legit
Thank you for using Paytm. ₹53754 paid to Swiggy India.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Payment of ₹23228 to Amazon was successful. UPI Ref: JHUD962PDD09,Legit
Your debit card ending with 4929 has been dispatched via BlueDart.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Your loan of ₹80504 is approved. Click here to apply now: http://secure-loan.cc,Scam
Your loan of ₹62657 is approved. Click here to apply now: http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://sbi-alert.in,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your loan of ₹37735 is approved. Click here to apply now: http://update-info.org,Scam
Thank you for using Paytm. ₹54660 paid to Swiggy India.,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Payment of ₹32008 to Amazon was successful. UPI Ref: EG651G5GOPJ3,Legit
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
Electricity bill of ₹57050 paid successfully on 23-11-2025.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
Your bank account has been locked. Click http://update-info.org to unlock now.,Scam
Your EMI of ₹62321 will be auto-debited on 12-09-2025. Maintain sufficient balance.,Legit
Payment of ₹65915 to Amazon was successful. UPI Ref: OTLP545MS68R,Legit
Your account XXXX4550 is credited with ₹5919 on 27-05-2025. Avl Bal: ₹92170,Legit
Your account will be suspended unless KYC is updated immediately at http://sbi-alert.in,Scam
Your bank account has been locked. Click http://bank-secure.net to unlock now.,Scam
Your EMI of ₹88115 will be auto-debited on 02-03-2025. Maintain sufficient balance.,Legit
"Dear customer, your mobile number is updated successfully.",Legit
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Fraud alert: Unusual login activity detected. Verify identity at http://bank-secure.net,Scam
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
"Dear user, you've been selected for a free reward. Claim at http://secure-loan.cc",Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
Congratulations! You've won a cash prize of ₹98494. Call 9915485143 to claim.,Scam
PAN verification pending. Click http://kyc-verify.cc to verify or your account will be closed.,Scam
Electricity bill of ₹44220 paid successfully on 15-08-2025.,Legit
Congratulations! You've won a cash prize of ₹98656. Call 9819501469 to claim.,Scam
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://secure-loan.cc,Scam
"Dear user, you've been selected for a free reward. Claim at http://bank-secure.net",Scam
Congratulations! You've won a cash prize of ₹9364. Call 9889379131 to claim.,Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your account XXXX6778 is credited with ₹77671 on 08-04-2025. Avl Bal: ₹8568,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://kyc-verify.cc,Scam
Payment of ₹58693 to Amazon was successful. UPI Ref: CONCX770ZW6T,Legit
Thank you for using Paytm. ₹16868 paid to Swiggy India.,Legit
You have pending income tax refund. Submit your bank details: http://bank-secure.net,Scam
Your account XXXX7382 is credited with ₹47410 on 25-04-2025. Avl Bal: ₹79737,Legit
PAN verification pending. Click http://secure-loan.cc to verify or your account will be closed.,Scam
Your account will be suspended unless KYC is updated immediately at http://bank-secure.net,Scam
PAN verification pending. Click http://sbi-alert.in to verify or your account will be closed.,Scam
Payment of ₹19476 to Amazon was successful. UPI Ref: 8FDETB2XVE4S,Legit
Your loan of ₹60095 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Your debit card ending with 6879 has been dispatched via BlueDart.,Legit
IRCTC booking confirmed. PNR: D7ILXN1ZASR5. Journey date: 01-10-2025,Legit
IRCTC booking confirmed. PNR: DL4OYUH12N39. Journey date: 18-12-2025,Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://update-info.org,Scam
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
"Dear customer, your mobile number is updated successfully.",Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://bank-secure.net,Scam
"Dear user, you've been selected for a free reward. Claim at http://sbi-alert.in",Scam
Welcome to HDFC NetBanking. Login credentials sent to your registered email.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
Your account will be suspended unless KYC is updated immediately at http://kyc-verify.cc,Scam
ATM blocked. Update card details at http://kyc-verify.cc immediately.,Scam
Congratulations! You've won a cash prize of ₹67487. Call 9805821655 to claim.,Scam
"Dear user, you've been selected for a free reward. Claim at http://update-info.org",Scam
ATM blocked. Update card details at http://sbi-alert.in immediately.,Scam
Your bank account has been locked. Click http://kyc-verify.cc to unlock now.,Scam
Payment of ₹70630 to Amazon was successful. UPI Ref: FWNN4TSV8XB8,Legit
"Dear customer, your mobile number is updated successfully.",Legit
SBI alert: Unauthorized transaction detected. Secure your account: http://sbi-alert.in,Scam
PAN verification pending. Click http://update-info.org to verify or your account will be closed.,Scam
Congratulations! You've won a cash prize of ₹10683. Call 9492653036 to claim.,Scam
Thank you for using Paytm. ₹89613 paid to Swiggy India.,Legit
Electricity bill of ₹21449 paid successfully on 02-02-2025.,Legit
Your loan of ₹72291 is approved. Click here to apply now: http://kyc-verify.cc,Scam
Your account will be suspended unless KYC is updated immediately at http://update-info.org,Scam
Your loan of ₹46054 is approved. Click here to apply now: http://secure-loan.cc,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your EMI of ₹86834 will be auto-debited on 17-02-2025. Maintain sufficient balance.,Legit
Congratulations! You've won a cash prize of ₹86179. Call 9787508653 to claim.,Scam
"Dear customer, your mobile number is updated successfully.",Legit
Your debit card ending with 1644 has been dispatched via BlueDart.,Legit
Aadhaar authentication successful. Thank you for verifying your identity.,Legit
You have pending income tax refund. Submit your bank details: http://update-info.org,Scam
IRCTC booking confirmed. PNR: SC5SSBITYHL6. Journey date: 20-03-2025,Legit
Congratulations! You've won a cash prize of ₹49798. Call 9995562746 to claim.,Scam
