SMS Text,Label
Urgent: Your PAN is flagged. Click http://fake327.com to verify.,Scam
Congratulations! You won ₹23306. Claim now: http://fake151.com,Scam
Your loan of ₹20644 has been approved. Click http://fake528.com to claim.,Scam
Your account has been credited with ₹49412. Bal: ₹5864.,Legit
Get ₹35375 instantly credited. Apply now at http://fake611.com.,Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake588.com.,Scam
Thank you for your payment of ₹5873.,Legit
"Dear user, your EMI of ₹43697 is due on 5th. Pay via app.",Legit
Congratulations! You won ₹2219. Claim now: http://fake121.com,Scam
Your account is blocked. Visit http://fake516.com to unblock.,Scam
Your account is blocked. Visit http://fake667.com to unblock.,Scam
Your account has been credited with ₹25201. Bal: ₹86571.,Legit
Congratulations! You won ₹22444. Claim now: http://fake796.com,Scam
Your account has been credited with ₹568. Bal: ₹98956.,Legit
Final warning: Repay loan today to avoid legal action. Pay at http://fake510.com.,Scam
Congratulations! You won ₹34342. Claim now: http://fake438.com,Scam
Your account is blocked. Visit http://fake169.com to unblock.,Scam
"Dear customer, update your KYC immediately at http://fake981.com.",Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake108.com.,Scam
Your account has been credited with ₹21873. Bal: ₹27641.,Legit
Final warning: Repay loan today to avoid legal action. Pay at http://fake711.com.,Scam
Get ₹36197 instantly credited. Apply now at http://fake241.com.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Final warning: Repay loan today to avoid legal action. Pay at http://fake324.com.,Scam
Congratulations! You won ₹32708. Claim now: http://fake376.com,Scam
Your account is blocked. Visit http://fake563.com to unblock.,Scam
"Dear user, your EMI of ₹46912 is due on 5th. Pay via app.",Legit
Your account has been credited with ₹2833. Bal: ₹15126.,Legit
Your account has been credited with ₹18538. Bal: ₹1374.,Legit
Congratulations! You won ₹30817. Claim now: http://fake217.com,Scam
Urgent: Your PAN is flagged. Click http://fake502.com to verify.,Scam
"Dear customer, update your KYC immediately at http://fake771.com.",Scam
Your account has been credited with ₹21832. Bal: ₹10354.,Legit
Your account has been credited with ₹33721. Bal: ₹5766.,Legit
Your account has been credited with ₹32633. Bal: ₹71785.,Legit
Paytm: ₹12481 received from 98XXXXXX via UPI.,Legit
Thank you for your payment of ₹11648.,Legit
Get ₹18277 instantly credited. Apply now at http://fake815.com.,Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake824.com.,Scam
Get ₹37900 instantly credited. Apply now at http://fake563.com.,Scam
Thank you for your payment of ₹47031.,Legit
Urgent: Your PAN is flagged. Click http://fake550.com to verify.,Scam
Thank you for your payment of ₹48550.,Legit
Your account is blocked. Visit http://fake619.com to unblock.,Scam
Get ₹18671 instantly credited. Apply now at http://fake399.com.,Scam
Your account is blocked. Visit http://fake373.com to unblock.,Scam
"Dear user, your EMI of ₹4178 is due on 5th. Pay via app.",Legit
"Dear user, your EMI of ₹45736 is due on 5th. Pay via app.",Legit
Your account has been credited with ₹41810. Bal: ₹59987.,Legit
Congratulations! You won ₹49908. Claim now: http://fake336.com,Scam
Get ₹13444 instantly credited. Apply now at http://fake887.com.,Scam
Get ₹9855 instantly credited. Apply now at http://fake800.com.,Scam
Your loan of ₹41316 has been approved. Click http://fake967.com to claim.,Scam
Your account has been credited with ₹37253. Bal: ₹45813.,Legit
Get ₹42332 instantly credited. Apply now at http://fake580.com.,Scam
Paytm: ₹11211 received from 98XXXXXX via UPI.,Legit
Your account has been credited with ₹43756. Bal: ₹56597.,Legit
Thank you for your payment of ₹3616.,Legit
Paytm: ₹35628 received from 98XXXXXX via UPI.,Legit
Axis Bank: A/c XX123 debited ₹14576. Info: Shopping Amazon.,Legit
Paytm: ₹16028 received from 98XXXXXX via UPI.,Legit
Final warning: Repay loan today to avoid legal action. Pay at http://fake113.com.,Scam
Axis Bank: A/c XX123 debited ₹30911. Info: Shopping Amazon.,Legit
Congratulations! You won ₹21395. Claim now: http://fake843.com,Scam
"Dear user, your EMI of ₹30689 is due on 5th. Pay via app.",Legit
Your account is blocked. Visit http://fake234.com to unblock.,Scam
Axis Bank: A/c XX123 debited ₹22802. Info: Shopping Amazon.,Legit
Your account has been credited with ₹4562. Bal: ₹42808.,Legit
"Dear customer, update your KYC immediately at http://fake165.com.",Scam
Paytm: ₹49812 received from 98XXXXXX via UPI.,Legit
Paytm: ₹21060 received from 98XXXXXX via UPI.,Legit
Get ₹966 instantly credited. Apply now at http://fake803.com.,Scam
Axis Bank: A/c XX123 debited ₹8605. Info: Shopping Amazon.,Legit
Thank you for your payment of ₹6588.,Legit
Thank you for your payment of ₹40114.,Legit
Thank you for your payment of ₹36884.,Legit
Final warning: Repay loan today to avoid legal action. Pay at http://fake666.com.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Your account is blocked. Visit http://fake515.com to unblock.,Scam
Your account is blocked. Visit http://fake193.com to unblock.,Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake395.com.,Scam
"Dear customer, update your KYC immediately at http://fake500.com.",Scam
Urgent: Your PAN is flagged. Click http://fake664.com to verify.,Scam
Thank you for your payment of ₹41413.,Legit
Thank you for your payment of ₹20384.,Legit
Axis Bank: A/c XX123 debited ₹28153. Info: Shopping Amazon.,Legit
Paytm: ₹18290 received from 98XXXXXX via UPI.,Legit
"Dear user, your EMI of ₹2561 is due on 5th. Pay via app.",Legit
Get ₹48471 instantly credited. Apply now at http://fake490.com.,Scam
Paytm: ₹39964 received from 98XXXXXX via UPI.,Legit
"Dear user, your EMI of ₹1444 is due on 5th. Pay via app.",Legit
Your account is blocked. Visit http://fake499.com to unblock.,Scam
Congratulations! You won ₹41382. Claim now: http://fake379.com,Scam
Your account is blocked. Visit http://fake513.com to unblock.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Get ₹14107 instantly credited. Apply now at http://fake600.com.,Scam
Your loan of ₹33502 has been approved. Click http://fake599.com to claim.,Scam
Paytm: ₹10548 received from 98XXXXXX via UPI.,Legit
Your account has been credited with ₹41372. Bal: ₹79085.,Legit
"Dear customer, update your KYC immediately at http://fake964.com.",Scam
Axis Bank: A/c XX123 debited ₹34731. Info: Shopping Amazon.,Legit
Your account is blocked. Visit http://fake902.com to unblock.,Scam
Urgent: Your PAN is flagged. Click http://fake907.com to verify.,Scam
Paytm: ₹32477 received from 98XXXXXX via UPI.,Legit
Your account has been credited with ₹36977. Bal: ₹76469.,Legit
Your loan of ₹29462 has been approved. Click http://fake157.com to claim.,Scam
Thank you for your payment of ₹38741.,Legit
Urgent: Your PAN is flagged. Click http://fake924.com to verify.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Thank you for your payment of ₹34075.,Legit
Urgent: Your PAN is flagged. Click http://fake196.com to verify.,Scam
Axis Bank: A/c XX123 debited ₹8904. Info: Shopping Amazon.,Legit
Your account is blocked. Visit http://fake494.com to unblock.,Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake255.com.,Scam
Urgent: Your PAN is flagged. Click http://fake154.com to verify.,Scam
Thank you for your payment of ₹48282.,Legit
Get ₹32530 instantly credited. Apply now at http://fake608.com.,Scam
Paytm: ₹19615 received from 98XXXXXX via UPI.,Legit
Get ₹44589 instantly credited. Apply now at http://fake205.com.,Scam
Thank you for your payment of ₹19688.,Legit
Thank you for your payment of ₹30699.,Legit
Paytm: ₹31045 received from 98XXXXXX via UPI.,Legit
Your loan of ₹7306 has been approved. Click http://fake289.com to claim.,Scam
"Dear user, your EMI of ₹24823 is due on 5th. Pay via app.",Legit
Your account is blocked. Visit http://fake221.com to unblock.,Scam
Final warning: Repay loan today to avoid legal action. Pay at http://fake547.com.,Scam
Urgent: Your PAN is flagged. Click http://fake255.com to verify.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Your account is blocked. Visit http://fake231.com to unblock.,Scam
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
Congratulations! You won ₹23634. Claim now: http://fake201.com,Scam
Urgent: Your PAN is flagged. Click http://fake925.com to verify.,Scam
"Dear customer, update your KYC immediately at http://fake332.com.",Scam
"Dear user, your EMI of ₹42530 is due on 5th. Pay via app.",Legit
Urgent: Your PAN is flagged. Click http://fake984.com to verify.,Scam
"Dear customer, update your KYC immediately at http://fake569.com.",Scam
Congratulations! You won ₹23398. Claim now: http://fake321.com,Scam
Axis Bank: A/c XX123 debited ₹39221. Info: Shopping Amazon.,Legit
Your account has been credited with ₹3445. Bal: ₹16390.,Legit
Urgent: Your PAN is flagged. Click http://fake334.com to verify.,Scam
SBI: A/c XX999 credited ₹46233. IFSC: SBIN0001234.,Legit
"Dear user, your EMI of ₹31245 is due on 5th. Pay via app.",Legit
Axis Bank: A/c XX123 debited ₹32868. Info: Shopping Amazon.,Legit
Your loan of ₹11946 has been approved. Click http://fake122.com to claim.,Scam
Get ₹20117 instantly credited. Apply now at http://fake240.com.,Scam
Your loan of ₹21453 has been approved. Click http://fake873.com to claim.,Scam
Thank you for your payment of ₹32551.,Legit
"Dear user, your EMI of ₹12660 is due on 5th. Pay via app.",Legit
RBI Alert: Never share OTP. Bank officials never ask for it.,Legit
"Dear customer, update your KYC immediately at http://fake129.com.",Scam
Congratulations! You won ₹18858. Claim now: http://fake454.com,Scam
"Dear user, your EMI of ₹10504 is due on 5th. Pay via app.",Legit
"Dear user, your EMI of ₹22205 is due on 5th. Pay via app.",Legit
"Dear customer, update your KYC immediately at http://fake814.com.",Scam
Paytm: ₹29687 received from 98XXXXXX via UPI.,Legit
Axis Bank: A/c XX123 debited ₹24371. Info: Shopping Amazon.,Legit
Thank you for your payment of ₹20482.,Legit
Congratulations! You won ₹43893. Claim now: http://fake742.com,Scam
"Dear user, your EMI of ₹21371 is due on 5th. Pay via app.",Legit
SBI: A/c XX999 credited ₹41444. IFSC: SBIN0001234.,Legit
Your account is blocked. Visit http://fake220.com to unblock.,Scam
Your account is blocked. Visit http://fake464.com to unblock.,Scam
"Dear customer, update your KYC immediately at http://fake140.com.",Scam
"Dear customer, update your KYC immediately at http://fake601.com.",Scam
